id,overdue
57189,0.137203633785
59778,0.121197484434
59779,0.13460688293
64690,0.18578876555
63295,0.131375998259
66243,0.13460688293
67255,0.123197175562
57736,0.121197484434
57190,0.121068753302
68003,0.13589091599
64010,0.124722294509
57737,0.135017424822
68751,0.123197175562
66779,0.0785968974233
62022,0.183970555663
63296,0.121197484434
58696,0.124404877424
57738,0.284281104803
62662,0.13589091599
59780,0.117100335658
64691,0.246803954244
65336,0.133241951466
60995,0.100899152458
57739,0.136040493846
58397,0.137463703752
60385,0.123197175562
55961,0.0952444076538
61587,0.124404877424
63297,0.0806082114577
62023,0.0635965242982
64011,0.100899152458
55962,0.0720512270927
58697,0.13460688293
66244,0.155931651592
66780,0.13460688293
66781,0.157506346703
68752,0.137203633785
64012,0.13589091599
66245,0.124404877424
59781,0.142858415842
60386,0.137463703752
66782,0.13589091599
62024,0.136040493846
60387,0.123197175562
65337,0.137203633785
64692,0.135942399502
64013,0.0704011395574
56505,0.0858145058155
56506,0.131375998259
68004,0.13396447897
60388,0.137463703752
67256,0.142017558217
57740,0.13460688293
62663,0.100899152458
60996,0.13460688293
64014,0.11254927516
64693,0.121197484434
57741,0.100899152458
60389,0.153175443411
57191,0.121197484434
64694,0.142858415842
67257,0.142858415842
59782,0.100899152458
68753,0.366297215223
62664,0.0553276836872
66783,0.115499027073
67258,0.141914173961
57742,0.11254927516
63298,0.123197175562
62665,0.095466516912
66246,0.137463703752
59104,0.140595182776
56507,0.0970316901803
55963,0.1668433249
63299,0.13955514133
64015,0.121197484434
59783,0.13589091599
64695,0.111673049629
64696,0.142858415842
57743,0.0713077634573
56508,0.137463703752
66784,0.121197484434
68754,0.0823630094528
64016,0.152696922421
63300,0.287475675344
58698,0.0941645801067
56509,0.127819359303
58699,0.100899152458
58700,0.0766707956791
60997,0.156042709947
63301,0.124404877424
59784,0.13396447897
55964,0.081035412848
56510,0.124404877424
65338,0.1668433249
66247,0.124722294509
58701,0.13396447897
57744,0.352095842361
57745,0.13460688293
64697,0.0823630094528
57746,0.0713077634573
60998,0.0858145058155
60390,0.137463703752
68005,0.13589091599
67259,0.137463703752
56511,0.133241951466
68755,0.157506346703
56512,0.131375998259
63302,0.155593514442
60391,0.13589091599
66785,0.136040493846
62025,0.130593895912
64698,0.133241951466
63303,0.142858415842
62666,0.13460688293
56513,0.1668433249
55965,0.18578876555
65339,0.18578876555
67260,0.124722294509
64699,0.136040493846
55966,0.100905179977
67261,0.133241951466
65340,0.140595182776
58398,0.180542707443
62026,0.129902139306
61588,0.13955514133
60999,0.13460688293
62667,0.142017558217
57747,0.177203163505
68006,0.137203633785
67262,0.124404877424
61000,0.0766707956791
62027,0.105893790722
61589,0.0
66248,0.13955514133
56514,0.131375998259
68756,0.0704011395574
65341,0.0941645801067
64700,0.0823630094528
61590,0.142858415842
63304,0.142858415842
63305,0.13460688293
60392,0.0763203427196
62028,0.142858415842
68007,0.121197484434
67263,0.156042709947
68757,0.0635965242982
68008,0.121197484434
57192,0.124722294509
55967,0.131375998259
61591,0.124404877424
57748,0.13396447897
64701,0.180542707443
57749,0.13460688293
66249,0.129902139306
57750,0.156042709947
61592,0.132900103927
60393,0.0785968974233
60394,0.131375998259
62029,0.123197175562
61001,0.147934570909
64017,0.0766707956791
64702,0.18578876555
66786,0.146960034966
57193,0.137203633785
68758,0.124722294509
66250,0.100899152458
68759,0.13955514133
63306,0.0785968974233
59785,0.128893479705
57194,0.0959721878171
60395,0.073074541986
59105,0.140595182776
60396,0.100899152458
68009,0.137203633785
62668,0.135942399502
66787,0.117100335658
57195,0.154453083873
56515,0.131375998259
61593,0.147934570909
57196,0.0540923550725
68760,0.0785968974233
65342,0.121197484434
56516,0.0911164432764
57751,0.136040493846
64018,0.13460688293
56517,0.0785968974233
61594,0.100899152458
56518,0.183970555663
62030,0.137463703752
66788,0.13396447897
66251,0.180705741048
55968,0.13460688293
57752,0.13460688293
61002,0.123197175562
57753,0.151675522327
59106,0.124722294509
62031,0.0996622517705
59786,0.140595182776
57754,0.0565089173615
56519,0.0785968974233
59107,0.13460688293
64703,0.18578876555
68761,0.121197484434
60397,0.140595182776
62032,0.0814605653286
67264,0.1668433249
63307,0.121197484434
66789,0.0635965242982
62033,0.13589091599
58702,0.0763203427196
58399,0.1668433249
67265,0.13955514133
55969,0.13396447897
62034,0.135942399502
57755,0.140595182776
62035,0.136040493846
64704,0.0927455574274
59108,0.121197484434
68010,0.13396447897
65343,0.0763203427196
68011,0.123197175562
57197,0.117100335658
55970,0.0553276836872
63308,0.181338220835
64019,0.135408177972
64705,0.142858415842
64020,0.157506346703
56520,0.124722294509
66790,0.13460688293
60398,0.140595182776
68762,0.123197175562
62036,0.13589091599
56521,0.100152745843
65344,0.124722294509
64706,0.13955514133
57756,0.13396447897
60399,0.15384170413
61003,0.13589091599
67266,0.100899152458
67267,0.132900103927
57198,0.0720512270927
66791,0.137203633785
59787,0.0858145058155
57199,0.133241951466
63309,0.140595182776
62037,0.124404877424
68763,0.100899152458
64021,0.0553276836872
62038,0.124404877424
56522,0.0
59109,0.123197175562
63310,0.13589091599
68012,0.124722294509
58400,0.0941645801067
61004,0.135942399502
59788,0.133241951466
66792,0.142858415842
59789,0.170625939965
56523,0.0823630094528
67268,0.100899152458
55971,0.109586425126
56524,0.133241951466
62669,0.157506346703
64022,0.142017558217
68013,0.113538891077
66252,0.124722294509
65345,0.0763203427196
59790,0.0858145058155
60400,0.124722294509
67269,0.111673049629
68764,0.124404877424
55972,0.132900103927
59110,0.135422348976
62670,0.121197484434
58401,0.0713077634573
64707,0.18578876555
62039,0.13589091599
68014,0.105284683406
68765,0.121197484434
64023,0.137203633785
68766,0.225669160485
68767,0.135408177972
63311,0.121075481176
68768,0.246803954244
58703,0.0635965242982
67270,0.0996622517705
62040,0.13396447897
68015,0.13460688293
55973,0.13955514133
56525,0.13589091599
61595,0.095466516912
58402,0.0482638850808
64708,0.124404877424
62671,0.135408177972
57757,0.13460688293
60401,0.135408177972
68769,0.121068753302
64024,0.156042709947
68770,0.0858145058155
55974,0.123197175562
59111,0.124722294509
62041,0.124722294509
58403,0.0696598663926
64025,0.140306517482
62042,0.121197484434
64709,0.180542707443
59791,0.137463703752
60402,0.100899152458
59792,0.13396447897
57758,0.124404877424
67271,0.123197175562
64026,0.155593514442
67272,0.0720512270927
65346,0.13460688293
68771,0.0665742978454
64710,0.142017558217
66793,0.18853341043
62043,0.0823630094528
60403,0.13955514133
56526,0.136040493846
66253,0.137463703752
59112,0.13460688293
55975,0.491584807634
56527,0.142858415842
58704,0.124722294509
64711,0.0858145058155
62672,0.147934570909
68016,0.079089410603
62044,0.286094665527
63312,0.0720512270927
55976,0.137203633785
61596,0.13460688293
68017,0.132044196129
67273,0.114307269454
55977,0.135422348976
64027,0.141914173961
67274,0.0996622517705
65347,0.123197175562
64712,0.0540923550725
59113,0.1668433249
61597,0.121197484434
55978,0.0665742978454
62673,0.124722294509
55979,0.124722294509
66254,0.13589091599
60404,0.121997959912
61005,0.0823630094528
55980,0.124404877424
60405,0.157506346703
66255,0.140595182776
64028,0.0952444076538
61598,0.18578876555
58705,0.123197175562
55981,0.124722294509
61599,0.0806082114577
68018,0.13955514133
57200,0.1668433249
63313,0.13460688293
62045,0.142858415842
62674,0.13396447897
63314,0.105284683406
59114,0.100899152458
58706,0.121197484434
58707,0.142858415842
60406,0.073074541986
63315,0.133144110441
58404,0.0785968974233
61600,0.0911164432764
62675,0.121197484434
66794,0.124404877424
57759,0.0911164432764
59115,0.18578876555
64029,0.130071178079
59116,0.113538891077
64030,0.132044196129
64713,0.0785968974233
62676,0.0785968974233
